sentences	score
Nothing exists in the world which did not first exist as pure thought .	0
"Nothing exists separate from you , and everything is your own creation ."	0
Nothing happens in life by accident or by chance . Nothing takes place without producing the opportunity for real & lasting benefit to you .	1
Nothing happens in life by accident . Nothing . Nothing occurs in your life by chance . Nothing .	0
"Nothing in this universe occurs by accident . There is no such thing as "" accident , "" nor is there "" coincidence . """	1
Nothing inhibits your loving each other more than the thought that you have something to lose .	0
"Nothing is imperfect about you . Nothing you have ever thought , nothing you have ever said , nothing you have ever done"	1
Nothing takes place without producing the opportunity for real and lasting benefit to you . Nothing at all .	1
Nothing that has been inflicted on Humanity by Humanity is impossible for Humanity to reverse .	1
Nothing you do is a failure but merely part of the process to experience what you are seeking to experience .	0
Nothing you do is a failure but merely part of the process you have undergone to achieve what you are seeking to achieve .	0
"Once you get free of your story and your data , once you get to the space of no-thought , you then choose a state of being ."	0
"One day , if you have a great deal of courage , you will experience a world where making love is considered better than making war ."	0
One needs something only if one requires a particular result . The Universe does not require a particular result . The Universe is the result .	0
One of the beauties of life is that we do not all have to give the same answers to life's most important questions .	0
"One simple change -seeking & finding peace within -could , if it were undertaken by all , end all wars & prevent injustice ."	0
Only the soul knows what aspect of Divinity the Present Moment was designed to bring you an opportunity to express .	1
Only those who are deeply committed to growth would spend the time and energy on choosing and changing their emotions .	1
"Only when I get out of my past and stay away from my future can I genuinely experience what's happening right here , right now ."	0
